"Row" "BootToDesktop" "DesktopToIdle" "BootToIdle"
"31510" 8.557 3.54 49.83
"31511" 9.02 3.293 46.843
"31512" 8.897 4.053 45.54
"31513" 10.177 3.956 42.67
"31514" 10.027 3.297 50.667
"31515" 8.844 3.58 40.857
"31516" 9.34 4.1 48.96
"31517" 8.713 3.57 54.973
"31518" 9.88 175.57 56.923
"31519" 8.91 3.53 51.327
"31520" 8.37 3.627 43.887
"31521" 8.547 3.657 55.047
"31522" 8.79 3.453 41.63
"31523" 8.993 3.39 40.793
"31524" 8.223 4.713 40.683
"31525" 8.957 3.333 39.22
"31526" 8.834 3.62 47.747
"31527" 8.854 177.596 57.897
"31528" 8.83 4.43 52.407
"31529" 9.464 3.576 41.787
"31530" 8.653 3.377 37.19
"31531" 8.9 3.433 49.69
"31532" 8.677 4.96 39.79
"31533" 8.917 3.313 48.317
"31534" 9.094 4.716 52.047
"31535" 59.437 3.393 87.42
"31536" 8.887 3.53 50.32
"31537" 8.397 3.643 39.94
"31538" 9.6 4.056 56.763
"31539" 8.513 3.72 48.37
"31540" 23.803 9.57 34.94
"31541" 8.934 3.25 54.347
"31542" 9.604 3.63 40.647
"31543" 9.74 3.354 46.697
"31544" 9.09 3.9 40.23
"31545" 8.797 3.526 46.95
"31546" 8.38 3.674 38.967
"31547" 10.003 3.34 53.21
"31548" 8.633 3.547 52.38
"31549" 8.544 3.693 50.827
"31550" 8.487 3.473 38.64
"31551" 7.997 3.44 42.147
"31552" 23.28 9.75 34.56
"31553" 8.587 3.553 49.09
"31554" 8.783 3.223 52.483
"31555" 9.297 3.62 40.187
"31556" 11.873 3.444 58.48
"31557" 9.683 3.55 49.783
"31558" 9.033 4.177 53.39
"31559" 8.967 4.046 48.3
"31560" 8.814 3.973 42.047
"31561" 22.707 9.936 34.32
"31562" 9.657 3.453 48.967
"31563" 10.146 4.05 49.883
"31564" 8.87 4.58 39.35
"31565" 11.137 4.296 52.93
"31566" 9.764 3.67 40.717
"31567" 10.433 4.09 44.243
"31568" 8.37 3.944 42.707
"31569" 9.823 3.647 57.73
"31570" 8.747 3.253 56.44
"31571" 8.737 3.346 51.56
"31572" 10.116 4.24 58.193
"31573" 10.22 4.244 40.137
"31574" 9.763 176.59 39.1
"31575" 73.27 8.324 82.067
"31576" 9.117 5.26 51.71
"31577" 9.93 4.05 62.31
"31578" 10.42 4.026 64.053
"31580" 9.97 175.507 52.23
"31581" 9.77 4.286 61.473
"31582" 9.46 3.773 45.153
"31583" 10.297 3.946 60.34
"31584" 8.9 3.333 51.95
"31585" 9.26 3.71 43.9
"31586" 10.51 3.803 42.343
"31587" 10.547 3.77 47.617
"31588" 9.534 3.79 59.737
"31589" 9.387 3.77 62.4
"31590" 9.456 3.647 47.263
"31591" 10.25 4.203 69.563
"31592" 9.654 3.983 56.967
"31593" 21.96 27.657 44.577
"31594" 10.11 4.163 42.863
"31595" 10.61 4.41 53.823
"31596" 10.54 4.12 45.487
"31597" 9.42 3.65 53.993
"31598" 17.163 84.417 29.05
"31599" 8.69 3.28 54.16
"NA.912" NA NA NA
"31601" 10.817 176.856 40.6
"31602" 9.6 176.984 45.037
"31603" 8.92 3.466 51.233
"31604" 10.273 4.167 44.54
"31605" 8.746 3.314 53.313
"31606" 9.164 3.876 46.527
"31607" 8.794 4.53 45.667
"31608" 10.143 4.16 65.36
"31609" 9.77 3.534 55.927
"31610" 9.863 3.383 41.323
"31611" 9.183 3.827 48.053
"31612" 10.527 3.853 43.39
"31613" 9.406 3.79 48.543
"31614" 7.937 8.22 15.59
"31615" 9.744 4.053 56.867
"31616" 10.573 3.854 55.59
"31617" 10.367 4.13 54.707
"31618" 9.08 3.276 55.403
"31619" 10.22 3.764 45.647
"31620" 9.34 3.963 41.433
"31621" 8.664 4.646 54.037
"31622" 10.154 176.31 46.567
"31623" 9.676 3.787 55.483
"31624" 10.22 4.03 50.18
"31625" 10.233 4.097 41.01
"31626" 8.677 4.566 65.26
"31627" 10.697 3.656 41.98
"31628" 10.184 4.29 42.457
"31629" 9.78 3.266 51.663
"31630" 8.787 3.23 36.917
"31631" 10.19 4.06 42.483
"31632" 9.69 3.87 44.763
"31633" 10.067 4.446 43.57
"31634" 9.09 4.016 41.663
"31635" 9.35 3.923 41.07
"31636" 10.48 4.53 45.713
"31637" 8.993 3.477 44.173
"31638" 9.344 3.993 53.447
"31639" 8.996 4.56 40.793
"31640" 9.26 177.1 42.147
"31641" 9.383 3.82 52.393
"31642" 10.23 3.964 41.247
"31643" 9.377 3.713 40.49
"31644" 9.07 3.234 52.037
"31645" 10.97 3.406 51.483
"31646" 9.263 4.067 53.52
"31647" 10.474 3.73 50.607
"31648" 9.81 3.803 43.05
"31649" 10.077 4.32 44.027
"31650" 9.927 3.576 46.68
"31651" 9.344 3.83 45.247
"31652" 10.113 176.364 47
"31653" 8.98 3.624 44.657
"31654" 8.94 4.223 41.323
"31655" 8.594 3.713 43.067
"31656" 10.51 3.704 39.597
"31657" 8.843 3.857 46.103
"31658" 8.594 5.49 43.437
"31659" 8.517 3.826 59.78
"31660" 9.023 3.797 50.97
"31661" 8.954 3.293 41.287
"31662" 10.293 3.944 45.66
"NA.913" NA NA NA
"31664" 9.886 3.597 45.143
"NA.914" NA NA NA
"31666" 9.847 3.483 53.26
"31667" 8.22 4.51 53.22
"31668" 9.047 4.253 53.037
"31669" 10.427 3.836 42.45
"31670" 9.72 3.65 43.66
"31671" 9.78 4.52 52.343
"31672" 10.713 3.73 51.73
"31673" 8.634 4.9 45.917
"31674" 8.86 3.203 52.073
"31675" 60.477 5.023 92.567
"31676" 9.307 6.146 50.94
"31677" 10.103 3.67 46.84
"31678" 9.103 4.367 42.053
"31679" 9.43 3.893 45.723
"31680" 10.174 3.893 42.247
"31681" 9.947 3.323 44.427
"31682" 10.583 3.767 54.69
"31683" 9.113 4.217 57.91
"31684" 10.473 4.083 51.383
"31685" 8.833 3.48 55.52
"31686" 8.533 9.253 15.643
"31687" 9.763 4.183 51.813
"31688" 12.1 3.803 63.853
"31689" 8.736 4.767 68.053
"31690" 8.413 4.89 45.713
"31691" 10.014 3.423 42.257
"31692" 8.824 4.446 60.607
"31693" 81.527 6.486 99.62
"31694" 8.483 3.75 42.2
"31695" 8.514 5.77 46.947
"31696" 8.356 177.03 37.363
"31697" 14.01 1.233 50.19
"31698" 8.437 3.74 43.767
"31699" 10.887 4.006 47.21
"31700" 8.766 3.504 52.513
"31701" 22.13 7.324 29.137
"31702" 75.02 6.843 80.893
"31703" 8.05 6.02 13.637
"31704" 9.68 6.223 44.4
"31705" 9.637 15.497 31.537
"31706" 9.54 3.807 54.64
"31707" 9.036 4.274 59.493
"31708" 10.967 4.373 54.1
"31709" 87.34 7.15 92.253
"31710" 8.88 3.306 36.773
"31711" 8.847 3.336 61.86
"31712" 8.74 4.486 53.353
"31713" 9.52 5.593 61.483
"31714" 8.677 3.677 52.397
"31715" 9.217 3.15 44.27
"31716" 9.08 3.86 55.907
"31717" 10.14 4.057 44.93
"31718" 8.573 5.867 44.36
"31719" 9.147 4.013 51.137
"31720" 8.933 3.277 45.443
"31721" 10.19 175.697 64.42
"31722" 9.22 3.937 41.507
"31723" 9.994 3.306 60.007
"31724" 8.873 5.534 57.86
"31725" 9.333 5.464 48.72
"31726" 82.79 6.42 99.773
"31727" 8.233 177.267 64.12
"31728" 8.62 3.57 40.613
"31729" 8.727 3.586 44.29
"31730" 9.313 4.227 43.57
"31731" 7.606 4.557 36.913
"31732" 8.9 4.657 57.25
"31733" 8.6 3.877 64.95
"31734" 9.43 3.94 63.87
"NA.915" NA NA NA
"31736" 8.746 5.387 46.843
"31737" 8.11 3.273 51.493
"31738" 8.713 4.51 46.093
"31739" 8.66 5.12 44.533
"31740" 8.467 4.4 68.74
"31741" 10.02 3.48 51.687
"31742" 8.627 3.433 59.47
"31743" 9.217 3.883 46.27
"NA.916" NA NA NA
"31745" 9.37 7.623 16.32
"31746" 8.87 3.514 41.387
"31747" 8.983 6.23 45.72
"31748" 7.887 7.01 15.167
"31749" 8.587 4.32 44.807
"31750" 8.826 3.307 51.603
"31751" 9.23 177.327 40.08
"31752" 10.553 3.76 45.1
"31753" 8.843 3.397 41.913
"31754" 9.21 4.17 66.133
"31755" 8.74 3.413 46.92
"31756" 8.69 3.16 39.323
"31757" 9.284 176.08 62.437
"31758" 10.82 175.57 63.657
"31759" 9.11 3.19 45.397
"31760" 8.493 3.937 44.203
"31761" 8.5 3.35 40.267
"31762" 9.92 4.403 42.92
"31763" 8.497 3.383 61.49
"31764" 9.03 3.314 43.117
"31765" 10.21 4.027 42.23
"31766" 8.594 3.443 41.867
"31767" 9.01 3.537 43.15
"31768" 9.074 5.283 61.307
"31769" 8.95 4.57 44.77
"31770" 8.974 3.473 50.807
"31771" 8.63 177.717 51.34
"31772" 8.894 3.446 49.027
"31773" 8.59 4.727 48.927
"31774" 10.167 4.5 45.707
"31775" 8.343 3.874 59.19
"31776" 8.717 3.103 39.75
"31777" 8.607 4.59 48.887
"31778" 8.816 7.974 16.783
"31779" 8.35 4.133 43.773
"NA.917" NA NA NA
"31781" 8.787 3.523 47.01
"31782" 8.696 3.737 61.433
"31783" 8.307 4.856 58.98
"31784" 9.07 3.873 51.45
"31785" 8.363 5.04 54.26
"31786" 8.717 3.703 58.84
"31787" 8.47 3.684 36.297
"31788" 82.773 7.267 104.403
"31789" 10.153 4.233 45.983
"31790" 9.96 3.67 45.34
"31791" 60.717 4.177 94.217
"31792" 8.733 6.81 41.35
"31793" 8.97 3.866 40.583
"31794" 10.663 3.683 56.793
"31795" 9.914 3.22 41.987
"31796" 84.114 5.936 102.507
"NA.918" NA NA NA
"31798" 8.38 3.833 50.23
"31799" 7.903 3.31 43.233
"31800" 15.347 5.023 33.577
"31801" 82.247 7.12 100.567
"31802" 78.39 7.287 96.637
"31803" 9.136 176.137 40.033
"31804" 9.39 3.91 42.59
"31805" 10.067 4.126 48.48
"31806" 9.33 7.157 54.25
"31807" 8.513 4.047 48.26
"31808" 10.473 3.66 52.5
"31809" 8.793 3.207 49.09
"31810" 8.843 4.584 52.83
"31811" 8.367 4.433 47.067
"31812" 83.24 7.563 91.39
"31813" 9.867 4.573 43.667
"31814" 29.173 6.02 46.273
"31815" 9.123 3.917 44.703
"31816" 8.833 4.543 56.193
"31817" 33.116 5.79 49.073
"31818" 8.773 177.757 48.56
"31819" 8.813 4.957 52.93
"31820" 9.05 3.163 53.953
"31821" 9.447 3.58 51.357
"31822" 8.78 3.673 43.683
"31823" 65.836 7.414 74.113
"31824" 10.167 3.943 47.207
"31825" 9.913 3.403 42.703
"31826" 9.017 3.936 51.08
"31827" 10.106 4.197 41.343
"31828" 9.01 3.993 49.173
"31829" 9.183 175.99 55.24
"31830" 8.697 3.553 47.76
"31831" 9 3.957 44.7
"31832" 9.037 3.207 42.897
"31833" 9.54 3.683 49.803
"31834" 8.62 3.464 47.687
"31835" 8.744 4.476 43.097
"31836" 9.246 177.257 42.153
"31837" 9.41 3.75 41.627
"31838" 8.88 4.363 43.22
"31839" 9.063 5.59 59.22
"31840" 8.52 176.447 46.857
"NA.919" NA NA NA
"31842" 9.573 3.87 54.03
"31843" 9.187 3.96 44.25
"31844" 8.606 5.757 55.163
"31845" 8.87 4.247 41.617
"31846" 9.147 5.873 55.16
"31847" 8.727 3.63 60.167
"31848" 84.686 5.817 98.683
"31849" 10.343 3.824 51.95
"31850" 8.63 4.946 53.333
"31851" 8.934 3.483 53.767
"31852" 9.103 3.577 39.943
"31853" 9.257 3.883 48.84
"31854" 9.147 4.403 43.98
"31855" 8.797 3.236 40.01
"31856" 9.056 3.354 45.093
"31857" 9.503 3.877 41.083
"31858" 9.297 176.626 40.02
"31859" 9.147 176.01 40.387
"31860" 8.72 4.703 43.81
"31861" 8.137 4.276 54.87
"31862" 9.147 4.073 43.37
"31863" 79.71 6.056 96.963
"31864" 8.304 3.81 42.527
"31865" 9.367 4.026 42.57
"31866" 8.996 3.937 48.163
"31867" 8.873 4.297 51.11
"31868" 8.91 5.39 53.52
"31869" 8.96 4.163 41.433
"31870" 8.514 3.58 40.087
"31871" 8.15 3.973 45.21
"31872" 8.977 176.417 55.967
"31873" 8.866 3.427 43.963
"31874" 8.073 3.977 44.553
"31875" 8.976 6.647 45.773
"31876" 8.903 176.384 40.11
"31877" 9.01 3.873 51.223
"31878" 8.776 4.44 42.913
"31879" 8.91 4.323 42.71
"31880" 9.77 3.5 61.477
"31881" 8.937 4.273 47.377
"31882" 9.326 6.3 57.043
"31883" 8.537 3.64 42.11
"31884" 9.916 4.31 50.043
"NA.920" NA NA NA
"NA.921" NA NA NA
"31887" 9 4.28 49.97
"31888" 10.36 4.066 44.473
"31889" 8.703 176.56 42.283
"31890" 8.9 4.833 55.743
"31891" 8.87 4.99 44.59
"31892" 8.977 4.14 49.67
"31893" 9.813 4.513 43.853
"31894" 78.593 6.26 94.843
"31895" 8.867 3.43 53.887
"31896" 8.5 4.016 48.313
"31897" 8.847 3.653 45.157
"NA.922" NA NA NA
"31899" 9.183 5.737 44.41
"31900" 8.157 6.103 55.66
"31901" 4.884 5.653 10.247
"31902" 8.7 3.427 39.9
"31903" 9.014 4.036 45.047
"31904" 9.146 3.414 42.443
"31905" 9.167 3.89 41.39
"NA.923" NA NA NA
"31907" 15.76 6.66 21.683
"31908" 10.1 5.034 52.447
"31909" 9.276 4.12 43.733
"31910" 9.644 3.59 52.527
"31911" 8.803 3.47 42.95
"31912" 9.01 4.47 42.467
"31913" 8.9 4.327 64.95
"31914" 8.373 3.76 42.143
"31915" 9.13 4.014 44.667
"31916" 9.607 3.876 49.49
"31917" 8.2 3.84 48.79
"31918" 83.84 7.297 99.25
"31919" 9.067 177.106 38.81
"31920" 8.69 3.38 61.27
"31921" 10.253 3.684 54.95
"31922" 8.69 4.54 65.85
"31923" 8.61 3.277 38.757
"31924" 9.12 4.243 51.32
"31925" 8.71 3.546 41.663
"31926" 8.793 3.44 43.58
"31927" 5.197 3.593 48.947
"31928" 9.41 3.754 50.707
"31929" 8.937 7.137 54.187
"31930" 8.76 4.397 59.807
"31931" 8.44 5.807 47.177
"31932" 20.323 7.143 33.653
"31933" 8.576 4.55 43.893
"31934" 8.767 176.416 52.7
"31935" 8.583 3.723 65.523
"31936" 12.106 3.87 57.163
"31937" 9.013 5.323 46.173
"31938" 9.176 4.094 53.913
"31939" 9.48 6.407 45.64
"31940" 9.403 3.8 45.99
"31941" 9.187 3.843 43.447
"31942" 81.847 6.32 99.04
"31943" 69.207 5.68 84.82
"31944" 9.064 3.563 41.427
"31945" 8.816 4.08 50.993
"31946" 9.11 5.167 56.527
"31947" 9.123 3.953 53.723
"31948" 9.04 4.28 57.28
"31949" 8.947 3.39 45.72
"31950" 82.27 7.236 98.383
"31951" 8.243 5.99 54.923
"31952" 9.317 3.856 53.27
"31953" 74.18 5.973 88.973
"31954" 8.726 3.514 41.193
"31955" 8.977 3.43 43.36
"31956" 8.733 3.27 51.423
"31957" 9.876 4.15 41.363
"31958" 9.587 3.953 52.83
"31959" 8.907 3.43 40.65
"31960" 8.72 3.31 47.603
"31961" 9.126 3.877 43.333
"31962" 8.91 3.253 42.393
"31963" 9.033 177.48 40.893
"31964" 8.963 4.157 53.34
"31965" 10.263 3.937 46.52
"31966" 9.493 3.617 41.15
"31967" 8.777 4.353 49.78
"31968" 8.967 4.21 50.58
"31969" 9.27 4.033 40.753
"31970" 9.336 3.89 43.293
"31971" 8.31 3.77 41.99
"31972" 8.937 3.46 43.75
"31973" 9.107 4.196 39.55
"31974" 9.983 3.99 43.48
"31975" 8.986 3.337 53.683
"31976" 8.917 3.427 53.087
"31977" 8.727 4.523 43.43
"31978" 9.1 3.89 45.577
"31979" 8.557 3.823 57.72
"31980" 8.54 3.76 61.58
"31981" 8.47 3.974 41.037
"31982" 79.807 5.98 95.34
"31983" 8.793 3.504 40.77
"31984" 79.753 6.75 95.48
"31985" 9.05 4.526 49.303
"31986" 8.414 3.706 41.967
"31987" 9.164 4 44.447
"31988" 9.187 3.866 42.4
"31989" 8.763 3.647 48.743
"31990" 8.116 6.06 58.523
"31991" 9.09 4.16 39.803
"31992" 8.603 3.63 47.76
"31993" 8.856 3.417 41.543
"31994" 80.787 6.997 96.637
"31995" 8.974 4.083 53.047
"31996" 8.904 4.403 55.237
"31997" 10.21 5.623 50.343
"31998" 9.103 4.034 44.67
"31999" 9.004 3.09 45.497
"32000" 9.27 3.863 43.693
"32001" 8.82 4.543 50.25
"32002" 8.973 3.697 48.7
"32003" 9.104 4.003 51.217
"32004" 8.957 3.3 48.87
"32005" 9.03 4.94 45.977
"32006" 8.57 3.827 49.58
"32007" 8.893 3.63 46.783
"32008" 9.374 6.58 45.237
"NA.924" NA NA NA
"32010" 8.483 3.704 47.29
"32011" 9.13 5.767 54.67
"32012" 9.544 3.986 54.177
"32013" 8.7 3.226 35.793
"32014" 9.08 4.21 45.287
"32015" 10.15 4.113 52.313
"32016" 8.416 3.56 38.933
"32017" 9.047 4.496 42.89
"32018" 9.244 4.106 53.187
"32019" 8.74 3.557 43.24
"32020" 9.283 4.044 46.16
"32021" 8.806 3.25 47.693
"32022" 9.35 3.977 46.967
"32023" 9.187 3.883 45.967
"32024" 8.477 4.92 42.277
"32025" 82.034 7.07 97.247
"32026" 8.55 3.64 42.323
"32027" 8.85 4.37 41.257
"32028" 9.77 3.61 53.313
"32029" 9.813 3.297 47.163
"32030" 8.36 4.86 42.47
"32031" 8.99 4.393 52.383
"32032" 8.757 3.397 51.407
"32033" 9.4 3.683 61.823
"32034" 8.92 3.503 47.07
"32035" 8.947 3.853 43.01
"32036" 9.567 6.5 48.52
"32037" 9.187 4.19 44.027
"32038" 8.63 3.67 59.083
"32039" 9.497 3.753 46.69
"32040" 9.093 5.694 40.18
"32041" 8.453 6.16 43.58
"32042" 8.797 3.423 48.537
"32043" 8.953 4 54.603
"32044" 8.344 3.813 44.057
"32045" 9.297 3.937 43.487
"NA.925" NA NA NA
"32047" 8.783 3.22 49.163
"32048" 10.013 4.027 49.47
"32049" 191.927 6.047 208.597
"32050" 8.907 3.35 45.33
"32051" 8.7 3.31 42.34
"32052" 9.21 4.173 43.373
"32053" 9.016 3.254 50.113
"32054" 8.927 3.333 45.217
"32055" 9.2 3.814 49.937
"32056" 9.094 3.066 36.757
"32057" 8.956 3.417 41.853
"32058" 9.074 3.75 38.717
"32059" 8.67 4.816 41.893
"32060" 8.69 4.6 51.33
"32061" 8.863 177.733 44.433
"32062" 9.21 4.127 55.397
"32063" 23.267 9.26 33.9
"32064" 8.816 3.27 44.353
"32065" 9.116 3.937 43.963
"32066" 9.204 4.176 62.717
"32067" 9.59 3.707 48.49
"32068" 9.154 4.073 44.487
"32069" 9.054 3.84 50.587
"NA.926" NA NA NA
"32071" 8.84 3.29 42.053
"32072" 76.697 7.237 91.727
"32073" 8.863 3.464 43.79
"32074" 8.917 3.14 58.88
"32075" 9.066 3.987 46.883
"32076" 9.186 3.887 50.193
"NA.927" NA NA NA
"32078" 9.173 4.027 50.523
"32079" 8.733 3.323 49.253
"32080" 10.537 4.166 65.37
"32081" 9.56 3.926 53.593
"32082" 29.236 5.63 48.253
"32083" 10.397 3.93 63.8
"32084" 9.063 3.86 50.7
"32085" 10.817 3.78 51.617
"32086" 9.896 3.637 57.853
"32087" 10.55 3.817 58.28
"32088" 9.187 6.26 43.637
"32089" 8.293 3.99 37.223
"32090" 10.806 3.734 52.113
"32091" 9.32 3.747 40.997
"32092" 10.313 3.977 49.22
"32093" 9.116 6.26 59.073
"32094" 9.97 4.113 42.64
"32095" 10.473 3.877 59.71
"32096" 8.626 3.427 41.073
"32097" 10.83 3.563 48.88
"32098" 10.504 5.073 57.837
"32099" 62.3 3.946 105.693
"32100" 10.79 3.697 60.19
"32101" 10.52 3.603 45.973
"32102" 8.197 4.123 39.607
"32103" 9.127 3.39 45.597
"32104" 8.377 3.886 39.95
"32105" 10.037 176.356 47.07
"32106" 8.527 176.75 48.847
"32107" 10.173 4.047 55.25
"32108" 10.847 3.57 57.25
"32109" 10.493 3.73 57.06
"32110" 10.996 3.39 50.833
"32111" 10.297 3.93 46.787
"32112" 11.673 3.7 51.18
"32113" 10.546 3.744 53.893
"32114" 10.67 3.516 47.673
"32115" 11.88 2.514 56.307
"32116" 10.863 3.497 45.24
"32117" 9.78 3.837 46.15
"32118" 11.13 3.24 65.253
"32119" 10.973 4.237 50.953
"NA.928" NA NA NA
"32121" 8.144 3.863 43.677
"32122" 10.573 3.56 54.01
"32123" 8.44 3.503 53.87
"32124" 9.34 3.753 39.01
"32125" 10.313 3.167 48.51
"32126" 8.7 3.513 54.19
"32127" 8.173 3.93 47.74
"32128" 9.5 6.426 42.823
"32129" 9.987 3.5 51.397
"32130" 11.233 5.04 50.113
"32131" 8.693 4.81 57.18
"32132" 8.643 4.53 46.93
"32133" 8.763 4.36 49.9
"32134" 8.786 4.537 43.013
"32135" 8.87 3.327 49.687
"32136" 11.07 4.12 55.487
"32137" 60.363 3.68 92.61
"32138" 10.12 3.24 51.5
"32139" 8.85 4.963 58.38
"32140" 8.757 4.286 50.12
"32141" 8.923 4.423 39.043
"32142" 9.967 3.423 53.26
"32143" 10.157 3.25 41.25
"32144" 9.1 3.93 47.473
"32145" 9.017 4.18 52.44
"32146" 8.787 4.577 41.317
"32147" 8.724 4.606 61.017
"32148" 8.037 3.27 42.4
"32149" 8.54 3.523 37.323
"32150" 8.666 3.35 50.023
"32151" 8.717 6.173 48.97
"32152" 8.557 3.543 40.34
"32153" 8.853 4.14 50.3
"32154" 9.477 175.903 48.32
"32155" 8.947 6.887 44.097
"32156" 8.897 3.34 43.247
"32157" 9.273 3.767 38.32
"32158" 8.924 4.196 54.377
"32159" 8.65 3.62 47.69
"32160" 8.753 3.61 37.78
"32161" 8.467 3.72 41.85
"32162" 8.554 3.663 45.257
"32163" 8.787 3.353 39.5
"32164" 9.324 176.063 39.767
"32165" 8.544 3.696 44.777
"32166" 9.106 3.867 54.153
"32167" 7.993 177.457 50.8
"32168" 8.41 5.697 51.95
"32169" 8.323 4.527 45.61
"32170" 8.69 4.593 47.673
"32171" 8.263 5.987 45.18
"32172" 8.963 6.127 56.05
"32173" 9.293 3.727 57.67
"32174" 9.38 3.783 41.043
"32175" 8.734 5.273 50.027
"32176" 8.744 5.496 50.987
"32177" 8.667 6.537 46.097
"32178" 8.134 3.273 46.497
"32179" 9.16 4.177 50.54
"32180" 9.047 4.18 38.61
"32181" 8.577 5.567 50.167
"32182" 8.743 4.577 37.09
"32183" 8.026 4.147 39.503
"32184" 8.953 4.393 45.513
"32185" 8.83 3.377 54.27
"32186" 8.274 4.066 46.797
"32187" 8.32 3.913 49.9
"32188" 8.624 178.053 48.137
"32189" 8.77 3.44 42.16
"32190" 8.99 4.016 50.353
"32191" 10.46 4.39 41.773
"32192" 8.964 4.703 44.007
"32193" 8.883 4.037 51.943
"32194" 9.004 5.223 55.737
"32195" 8.527 5.913 56.157
"32196" 9.004 4.11 52.547
"32197" 9.2 4.043 50.813
"32198" 8.47 3.606 40.943
"NA.929" NA NA NA
"NA.930" NA NA NA
"32201" 8.257 3.876 48.6
"NA.931" NA NA NA
"32203" 8.463 3.55 42.85
"32204" 8.833 3.587 39.553
"32205" 9.243 3.15 42.47
"32206" 8.827 3.42 40.507
"32207" 9.22 4.017 39.06
"32208" 9.05 3.29 43.6
"32209" 8.804 3.526 44.287
"32210" 60.776 4.03 96.083
"32211" 10.056 3.344 39.333
"32212" 9.163 3.407 51.563
"32213" 8.39 5.77 44.12
"NA.932" NA NA NA
"32215" 10.413 3.923 50.293
"32216" 9.886 3.58 55.523
"32217" 9.156 4.12 40.083
"32218" 9.9 3.507 49.587
"32219" 8.76 3.263 46.45
"32220" 8.853 4.41 41.25
"32221" 10.007 3.61 41.9
"32222" 9.13 4.293 48.553
"32223" 9.224 3.533 44.727
"32224" 8.563 3.364 54.07
"32225" 9.243 3.977 44.19
"32226" 8.954 3.95 41.637
"32227" 8.557 3.477 38.137
"32228" 8.34 3.843 39.243
"32229" 9.06 3.943 42.16
"32230" 8.517 3.413 50.087
"32231" 8.55 3.83 52.153
"32232" 9.413 3.767 48.043
"32233" 16.38 0.413 109.873
"32234" 9.18 4.047 60.347
"32235" 8.554 5.766 49.057
"32236" 9.183 4.02 40.26
"32237" 8.773 3.467 47.96
"32238" 9.17 3.783 47.23
"32239" 10.88 45.67 55.37
"32240" 8.863 3.697 41.81
"32241" 24.686 13.12 36.153
"32242" 9.57 3.49 56.167
"32243" 9.167 3.78 42.557
"32244" 9.01 4.4 40.8
"32245" 10.317 175 39.24
"32246" 9.763 3.26 38.473
"32247" 8.727 3.456 49.17
"32248" 8.813 176.63 46.533
"32249" 8.83 3.657 43.997
"32250" 8.944 3.243 43.347
"32251" 8.846 3.384 46.813
"32252" 8.87 4.28 56.657
"32253" 10.237 176.283 37.997
"32254" 10.474 4.083 47.597
"32255" 9.344 4.24 50.417
"32256" 9.964 3.423 52.917
"32257" 9.693 3.463 38.723
"32258" 9.736 175.414 47.163
"32259" 9.773 3.74 47.4
"32260" 10.513 3.993 50.153
"32261" 8.43 177.08 67.45
"32262" 8.88 176.476 51.003
"32263" 9.333 176.123 54.123
"32264" 8.55 5.873 43.26
"32265" 9.033 3.33 60.17
"32266" 8.95 3.133 52.603
"32267" 8.55 3.55 44.363
"32268" 9.57 3.336 39.073
"32269" 9.993 3.437 51.63
"32270" 9.184 3.786 45.407
"32271" 8.88 177.6 45.58
"32272" 8.79 3.32 51.11
"32273" 9.17 3.396 49.763
"32274" 9.113 4.13 42.1
"32275" 8.673 3.413 50.283
"32276" 9.16 3.797 51.687
"32277" 8.663 3.43 39.683
"32278" 9.67 3.69 48.527
"32279" 8.977 3.2 45.987
"32280" 9.126 3.98 47.323
"32281" 9.483 4.04 40.65
"32282" 8.794 3.456 54.697
"32283" 8.39 3.563 46.423
"32284" 8.777 3.423 55.63
"32285" 9.764 3.37 37.977
"32286" 8.6 3.374 39.937
"32287" 10.154 4.783 46.517
"32288" 9.377 3.153 47.07
"32289" 8.593 3.41 47.873
"32290" 9.757 3.353 51.257
"32291" 10.437 3.85 49.84
"32292" 10.093 3.44 44.53
"32293" 8.537 3.54 39.42
"32294" 9.94 3.873 50.823
"32295" 10.094 4.4 48.567
"32296" 8.463 3.6 41.56
"32297" 9.654 3.573 56.767
"32298" 8.856 3.427 50.593
"32299" 9.697 3.573 47.547
"32300" 9.607 176.037 39.297
"32301" 8.493 3.757 41.5
"32302" 9 3.226 47.413
"32303" 9.2 4.033 47.58
"32304" 9.417 3.643 42.387
"32305" 8.934 3.366 40.167
"32306" 7.757 3.433 45.44
"32307" 8.623 6.734 41.64
"32308" 61.2 3.75 94.49
"32309" 9.853 3.467 42.1
"32310" 9.097 6.663 59.07
"32311" 8.797 3.74 46.78
"32312" 9.38 3.91 54.01
"32313" 9.697 3.67 55.41
"32314" 9.584 4.133 62.167
"32315" 9.607 3.5 38.897
"32316" 9.624 3.733 46.067
"32317" 8.66 4.6 47.287
"32318" 9.29 5.07 47.003
"32319" 9.26 3.767 45.71
"32320" 9.663 3.637 50.73
"32321" 8.7 176.62 46.713
"32322" 9.486 4.047 42.413
"32323" 10.053 3.46 61.5
"32324" 9.083 4.23 48.583
"32325" 11.82 3.463 48.063
"32326" 8.924 176.64 64.747
"32327" 9.917 4.306 41.69
"32328" 9.926 3.24 52.913
"32329" 9.287 3.87 49.217
"32330" 8.243 4.017 42.2
"32331" 8.677 4.403 47.867
"32332" 8.687 3.673 47.06
"32333" 9.39 5.003 54.483
"32334" 8.383 4.924 42.46
"32335" 9.277 3.95 78.167
"32336" 8.934 3.363 41.937
"32337" 9.804 3.916 49.397
