"Row" "BootToDesktop" "DesktopToIdle" "BootToIdle"
"12998" 8.353 3.6 41.7
"12999" 8.493 3.76 46.07
"13000" 9.1 3.367 49.82
"13001" 8.876 3.557 52.973
"13002" 8.803 3.333 44.713
"13003" 8.437 3.636 41.66
"13004" 8.506 3.86 49.693
"13005" 8.854 3.57 46.167
"13006" 8.893 3.247 52.71
"13007" 8.54 4.75 52.757
"13008" 9.607 3.53 41.227
"13009" 10.336 4.037 44.313
"13010" 8.35 3.707 51.36
"13011" 8.877 3.803 49
"13012" 8.32 6.58 50.07
"13013" 8.49 5.94 43.067
"13014" 8.747 3.74 41.88
"13015" 8.57 3.563 45.92
"13016" 8.473 3.867 46.033
"13017" 10.49 9.227 19.55
"13018" 10.03 3.28 49.387
"13019" 9.117 3.173 47
"13020" 59.53 3.346 99.853
"13021" 8.863 3.56 47.88
"13022" 9.564 3.606 44.267
"13023" 8.707 3.36 39.22
"13024" 9.656 3.617 54.103
"13025" 8.507 4.743 46.53
"13026" 8.853 3.163 45.723
"13027" 8.78 3.77 57.53
"13028" 9.04 3.403 49.67
"13029" 8.907 4.483 62.55
"13030" 9.554 176.86 39.847
"13031" 9.09 3.37 43.327
"13032" 8.61 176.737 37.64
"13033" 8.327 3.863 42.35
"13034" 9.717 3.39 54.71
"13035" 8.853 3.27 41.4
"13036" 8.05 4.087 44.227
"13037" 9.25 3.74 49.61
"13038" 8.474 3.606 43.127
"13039" 8.377 4.02 44.14
"13040" 8.697 3.4 44.74
"13041" 8.49 3.55 42.283
"13042" 9.61 3.67 44.113
"13043" 8.57 3.676 51.633
"13044" 8.413 3.704 50.9
"13045" 8.377 3.163 42.85
"13046" 8.66 3.523 47.75
"13047" 9.444 3.883 54.467
"13048" 8.734 3.273 38.427
"13049" 8.557 4.783 44.717
"13050" 8.687 3.567 57.927
"13051" 8.866 3.437 58.093
"13052" 8.567 3.553 44.43
"13053" 10.563 3.217 59.423
"13054" 10.36 3.163 46.73
"13055" 8.937 4.29 44.35
"13056" 9.45 3.133 45.24
"13057" 8.946 3.31 45.273
"13058" 9.033 4.443 47.083
"13059" 8.187 6.143 42.207
"13060" 8.81 4.55 40.79
"13061" 8.196 3.854 51.983
"13062" 8.514 3.496 41.597
"13063" 8.853 4.837 42.873
"13064" 8.19 3.13 42.263
"13065" 9.364 2.866 52.287
"13066" 8.773 3.377 37.02
"13067" 9.094 3.303 46.077
"13068" 8.596 3.447 50.003
"13069" 8.574 3.95 45.677
"13070" 8.36 3.747 42.397
"13071" 8.65 3.46 58.27
"13072" 10.37 3.796 58.433
"13073" 8.517 4.707 45.987
"13074" 9.01 3.283 50.703
"13075" 60.967 4.306 107.35
"13076" 8.75 3.24 43.163
"13077" 9.817 3.51 43.44
"13078" 8.86 4.017 56.597
"13079" 10.034 3.983 44.827
"13080" 8.687 176.903 41.637
"13081" 8.59 4.054 45.267
"13082" 8.44 3.537 48.917
"13083" 8.604 3.49 38.307
"13084" 8.59 3.52 60.673
"13085" 9.923 3.42 41.06
"13086" 10.344 3.02 41.827
"13087" 9.486 177.607 40.913
"13088" 8.793 3.443 47.163
"13089" 8.763 3.37 51.81
"13090" 8.547 3.273 43
"13091" 8.78 3.403 42.58
"13092" 8.43 3.664 38.947
"13093" 26.91 7.226 33.503
"13094" 9.917 3.24 43.707
"13095" 8.386 3.84 46.413
"13096" 9.034 3.52 44.327
"13097" 8.723 3.527 55.76
"13098" 9.2 3.86 47.9
"13099" 8.77 3.51 44.65
"13100" 9.807 3.45 43.177
"13101" 9.45 3.613 42.51
"13102" 8.553 176.67 40.48
"13103" 8.553 3.697 45.6
"13104" 8.72 3.48 38.057
"13105" 9.413 3.7 45.713
"13106" 9.08 4.227 45.96
"13107" 9.494 4.27 44.917
"13108" 8.653 177.007 47.91
"13109" 8.6 3.617 41.29
"13110" 8.79 3.747 41.747
"13111" 8.437 177.37 54.55
"13112" 7.866 3.3 42.133
"13113" 10.01 3.977 57.437
"13114" 8.537 3.633 50.98
"13115" 12.574 4.326 55.427
"13116" 9.836 3.39 44.853
"13117" 8.727 3.51 45.447
"13118" 9.183 3.887 42.29
"13119" 8.656 3.46 62.023
"13120" 8.59 3.5 42.96
"13121" 8.2 3.93 48.903
"13122" 8.823 3.474 46.57
"13123" 59.8 3.777 97.17
"13124" 9.017 5.373 60.5
"13125" 8.74 3.393 44.783
"13126" 9.594 3.496 44.017
"13127" 132.08 10.523 143.24
"13128" 10 3.287 49.537
"13129" 9 4.07 48.787
"13130" 9.24 4.183 49.423
"13131" 9.757 4.003 42
"13132" 10.104 4.396 52.067
"13133" 9.13 4.073 39.63
"13134" 8.317 3.9 42.127
"13135" 10.227 3.26 60.83
"13136" 9.86 3.39 67.823
"NA.578" NA NA NA
"13138" 10.02 3.557 41.127
"13139" 8.163 5.277 62.93
"13140" 9.06 4.183 54.343
"13141" 9.03 3.223 67.94
"13142" 9.52 3.94 40.62
"13143" 9.24 3.28 56.15
"13144" 10.36 4.086 65.673
"13145" 9.777 3.566 61.62
"13146" 9.613 3.967 47.323
"13147" 9.68 3.327 58.097
"13148" 9.573 3.643 51.193
"13149" 9.206 4.2 58.873
"13150" 9.147 4.43 66.867
"13151" 9.097 3.926 37.31
"13152" 10.08 3.5 72.63
"13153" 8.907 4.306 44.89
"13154" 10.35 4.03 61.867
"13155" 8.443 4.82 45.76
"13156" 8.976 3.3 60.143
"13157" 10.564 3.803 47.197
"13158" 9.133 3.967 42.17
"13159" 9.087 4.14 45.787
"13160" 9.194 4.003 42.277
"13161" 10.013 3.42 45.22
"13162" 8.487 3.9 58.28
"13163" 9.79 3.66 54.943
"13164" 25.847 7.223 34.107
"13165" 8.147 5.993 62.44
"13166" 9.94 4.407 47.437
"13167" 8.933 176.95 57.6
"13168" 10 3.353 52.21
"13169" 8.467 4.886 50.89
"13170" 8.343 3.847 40.89
"13171" 9.937 3.593 44.59
"13172" 8.97 3.4 41.347
"13173" 9.726 3.504 55.403
"13174" 9.38 3.976 40.993
"13175" 9.207 3.803 44.86
"13176" 9.5 3.73 61.037
"13177" 59.916 4.587 101.473
"NA.579" NA NA NA
"13179" 8.944 3.633 41.647
"13180" 9.05 3.174 53.527
"13181" 9.593 3.75 43.83
"13182" 10.073 3.367 47.393
"13183" 8.644 3.78 53.577
"13184" 10.35 4.147 69.067
"13185" 9.41 4.82 56.21
"13186" 8.99 3.31 42.323
"13187" 9.307 3.85 50.737
"13188" 9.76 3.47 67.347
"13189" 8.45 3.727 44.46
"13190" 8.827 4.17 49.47
"13191" 10.48 3.977 59.97
"13192" 9.293 4.137 45.62
"13193" 10.403 3.95 47.453
"13194" 9.08 3.217 41.807
"13195" 10.15 4.127 55.73
"13196" 8.99 3.163 45.553
"13197" 9.96 3.72 47.943
"13198" 10.046 3.35 47.143
"13199" 9.417 176.963 43.28
"13200" 9.277 4.466 44.91
"13201" 9.596 3.517 43.663
"13202" 9.85 3.473 45.933
"13203" 9.187 4.107 44.637
"13204" 9.046 4.76 44.123
"13205" 9.84 3.654 55.707
"13206" 10.066 3.347 43.303
"13207" 9.1 3.113 51.333
"13208" 10.057 3.356 49.7
"13209" 9.114 4.646 45.177
"13210" 10.25 3.553 51.123
"13211" 8.267 3.77 52.01
"13212" 10.217 4.126 65.03
"13213" 10.227 3.423 63.1
"13214" 9.063 5.067 55.583
"13215" 10.213 3.417 45.51
"13216" 8.984 5.476 50.327
"13217" 9.17 4.123 76.63
"13218" 10.004 3.67 52.767
"13219" 9.117 4.13 45.72
"13220" 10.206 4.004 44.923
"13221" 8.71 3.297 47.74
"13222" 9.964 3.463 58.687
"13223" 9.89 3.44 48.51
"13224" 10.543 4.95 58.5
"13225" 9.834 3.673 54.807
"13226" 8.81 5.59 43.72
"13227" 8.407 4.98 46.12
"13228" 8.11 3.893 45.99
"13229" 9.737 3.566 49.5
"13230" 10.59 3.84 47.863
"13231" 10.423 3.973 47.443
"13232" 80.547 7.15 99.64
"13233" 8.543 3.56 42.15
"13234" 10.337 3.48 46.987
"13235" 9.95 3.48 57.05
"NA.580" NA NA NA
"13237" 9.043 3.133 46.493
"13238" 8.383 3.894 53.1
"13239" 11.407 4.383 45.31
"NA.581" NA NA NA
"13241" 9.92 3.3 47.103
"13242" 11.553 4.2 55.85
"13243" 10.05 5.233 50.38
"13244" 9.546 3.687 55.583
"13245" 12.173 4.12 72.9
"13246" 9.183 4.17 55.503
"13247" 8.253 3.96 47.55
"13248" 9.99 4.283 46.09
"13249" 8.36 4.173 56.37
"13250" 8.523 3.507 48.54
"13251" 9.06 3.317 50.23
"13252" 8.897 3.47 42.81
"13253" 9.13 3.957 57.77
"13254" 9.067 4.41 53.88
"13255" 9.116 4.357 44.013
"13256" 8.926 3.38 56.233
"13257" 7.937 8.303 16.19
"13258" 8.863 4.007 53.92
"13259" 10.367 4.1 47.02
"13260" 9.37 3.766 45.973
"13261" 8.44 3.953 62.833
"13262" 9.634 3.593 54.397
"13263" 8.554 4.796 50.397
"13264" 9.343 5.214 56.99
"13265" 8.363 3.697 59.983
"13266" 8.49 4.633 46.17
"13267" 9.034 3.476 58.897
"13268" 9.867 176.013 52.98
"13269" 8.213 3.427 50.73
"13270" 8.74 3.563 55.973
"13271" 10.113 3.404 43.73
"13272" 8.54 3.94 53.023
"13273" 82.164 7.33 101.887
"13274" 22.75 7.057 28.68
"13275" 8.477 3.983 50.49
"13276" 8.283 3.743 46.373
"13277" 9.08 177.42 45.167
"13278" 8.264 3.816 51.247
"13279" 8.233 3.907 50.023
"13280" 9.19 6.466 47.663
"NA.582" NA NA NA
"13282" 8.817 3.31 47.74
"13283" 7.76 6.58 13.653
"13284" 9.48 3.91 64.123
"13285" 8.683 5.097 42.193
"NA.583" NA NA NA
"13287" 88.66 19.003 111.84
"13288" 9.584 9.873 18.687
"13289" 9.603 4.777 58.753
"13290" 8.023 4.164 53.42
"13291" 9.037 4.006 46.74
"13292" 8.597 4.677 44.357
"13293" 10.74 3.797 52.93
"13294" 8.734 4.913 45.577
"13295" 8.434 4.183 45.857
"13296" 9.833 3.5 46.813
"13297" 8.68 5.603 49.13
"13298" 9.087 176.59 42.92
"13299" 8.714 3.713 63.907
"13300" 12.906 173.814 59.113
"13301" 8.897 176.767 55.857
"13302" 8.777 5.293 67.357
"13303" 8.693 3.524 49.3
"13304" 8.97 4.204 47.017
"13305" 8.663 3.907 57.93
"13306" 10.037 4.166 43.75
"13307" 8.833 3.307 41.69
"13308" 8.907 177.62 46.77
"13309" 8.64 8.476 16.183
"13310" 8.607 4.756 61.96
"13311" 8.604 4.816 64.917
"13312" 8.413 3.677 59.02
"13313" 8.293 4.217 45.84
"13314" 8.573 7.76 48.763
"13315" 8.937 3.91 48.39
"13316" 8.98 176.873 45.643
"13317" 8.89 4.207 48.437
"13318" 7.76 7.947 14.067
"13319" 8.8 3.473 44.29
"13320" 9.197 3.95 49.93
"13321" 8.957 4.466 46.14
"13322" 8.823 3.357 47.91
"13323" 9.7 3.793 63.56
"13324" 8.73 3.474 55.527
"13325" 8.967 3.443 50.88
"13326" 8.804 3.383 56.197
"13327" 8.99 3.426 46.783
"13328" 8.973 3.417 41.52
"13329" 8.76 3.41 44.163
"13330" 10.347 3.84 47.79
"13331" 8.894 3.553 46.637
"13332" 8.534 3.396 45.517
"13333" 9.164 3.883 47.567
"NA.584" NA NA NA
"13335" 9.133 3.88 40.47
"NA.585" NA NA NA
"13337" 8.373 3.613 52.763
"13338" 9 6.22 58.083
"13339" 8.97 3.397 48.69
"13340" 19.42 9.4 30.72
"13341" 8.107 4.11 55.137
"13342" 8.967 5.276 58.76
"13343" 20.287 9.316 29.52
"13344" 8.24 3.91 39.517
"13345" 8.39 3.93 47.517
"13346" 8.566 3.44 43.423
"13347" 8.433 4.85 55.573
"13348" 8.496 3.897 48.483
"13349" 8.284 3.92 52.667
"13350" 33.394 6.746 50.847
"13351" 8.31 3.987 44.18
"13352" 8.246 6.294 52.583
"13353" 8.68 3.564 40.817
"13354" 8.747 3.456 47.9
"13355" 9.387 3.996 48.89
"13356" 8.91 4.407 45.13
"13357" 8.4 4.497 56.21
"13358" 9.09 4.05 49.11
"13359" 83.77 6.403 101.983
"13360" 9.063 3.657 57.623
"13361" 8.943 3.46 44.843
"13362" 8.95 3.583 48.13
"13363" 8.437 3.796 46.07
"13364" 8.356 4.94 49.143
"13365" 8.686 3.58 63.393
"13366" 9.41 3.893 61.32
"13367" 8.963 3.56 45.593
"13368" 8.997 3.31 42.247
"13369" 8.693 5.067 56.083
"13370" 9.18 4.344 56.287
"13371" 9.166 3.814 44.463
"13372" 9.766 4.317 44.153
"13373" 9.047 4.02 58.13
"13374" 8.767 3.556 44.66
"13375" 8.797 3.447 45.337
"13376" 9 4.19 53.753
"NA.586" NA NA NA
"13378" 8.29 3.883 47.743
"13379" 9.13 3.49 64.897
"13380" 8.47 3.747 57.32
"13381" 9.147 3.19 42.84
"13382" 81.01 7.55 97.93
"13383" 9.117 3.943 57.14
"13384" 9.094 3.263 48.727
"13385" 9.206 3.97 48.343
"13386" 8.356 3.764 41.433
"13387" 10.72 4.01 61.783
"13388" 8.177 3.89 50.54
"13389" 8.82 4.127 45.63
"13390" 9.463 3.76 44.8
"13391" 9.397 3.777 47.727
"13392" 7.673 4.447 48.93
"13393" 9.513 3.483 43.653
"13394" 8.204 3.696 45.727
"13395" 9.043 3.967 44.8
"13396" 8.797 3.453 52.447
"13397" 8.594 3.476 46.667
"13398" 8.457 3.957 61.577
"13399" 32.9 6.647 51.217
"13400" 8.783 3.573 51.393
"13401" 9.84 4.253 59.15
"13402" 8.417 3.676 51.19
"13403" 11.576 9.49 20.303
"13404" 8.92 3.183 41.893
"13405" 8.416 3.727 56.133
"13406" 8.54 5.5 46.49
"13407" 8.44 5.89 50.02
"13408" 9.047 3.51 43.06
"13409" 8.714 3.52 43.507
"13410" 8.98 3.503 48.54
"13411" 8.8 3.49 56.853
"13412" 9.673 3.884 47.92
"13413" 87.063 6.68 104.35
"13414" 8.77 4.61 56.01
"13415" 9.076 3.327 43.843
"13416" 8.443 6.047 44.99
"13417" 8.577 3.68 53.267
"NA.587" NA NA NA
"13419" 9.98 3.65 64.483
"13420" 80.784 7.573 99.057
"13421" 8.587 4.49 52.707
"13422" 8.854 3.97 54.857
"13423" 9.494 4.763 44.517
"13424" 8.957 3.21 48.157
"13425" 9.15 4.22 43.95
"13426" 10.914 3.436 46.797
"13427" 8.627 3.833 47.21
"13428" 9.007 5.367 46.017
"13429" 8.597 3.63 47.337
"13430" 9.95 3.52 65.173
"13431" 9.12 3.647 53.92
"13432" 8.774 3.433 40.977
"13433" 8.84 176.38 41.563
"13434" 8.624 4.826 53.297
"13435" 8.723 4.61 47.14
"13436" 8.803 3.27 44.543
"13437" 9.79 4.14 59.723
"13438" 8.657 4.686 50.7
"13439" 8.72 3.48 55.117
"13440" 8.74 3.427 42.717
"13441" 8.673 3.647 56.56
"13442" 8.776 3.407 53.903
"13443" 8.383 3.75 55.92
"13444" 8.787 5.68 67.55
"NA.588" NA NA NA
"13446" 8.767 3.68 49.29
"13447" 80.666 5.747 100.533
"13448" 9.34 3.877 49.477
"NA.589" NA NA NA
"13450" 8.847 3.44 43.86
"13451" 8.657 4.62 46.19
"13452" 8.477 5.877 56.507
"13453" 8.28 3.593 44.243
"NA.590" NA NA NA
"13455" 8.696 4.6 55.803
"13456" 8.67 4.853 43.93
"13457" 8.57 3.847 42.34
"13458" 8.52 3.503 46.863
"13459" 8.636 4.737 45.343
"13460" 8.75 4.104 44.917
"13461" 9.68 3.883 57.09
"13462" 8.623 3.457 41.59
"13463" 8.814 3.28 46.607
"13464" 8.537 3.473 48.61
"13465" 8.504 3.776 44.807
"13466" 8.184 3.763 53.607
"13467" 8.974 3.29 47.907
"13468" 8.716 3.227 42.643
"13469" 9.043 6.524 60.78
"13470" 8.406 3.877 44.963
"13471" 8.567 3.683 50.987
"13472" 8.467 3.916 57.71
"13473" 9.233 3.937 47.19
"13474" 8.66 3.673 54.53
"13475" 9.443 3.95 48.84
"13476" 8.69 5.587 46.21
"13477" 8.013 3.174 49.98
"13478" 8.473 5.633 61.523
"13479" 8.3 4.176 57.963
"13480" 9.096 5.234 45.153
"13481" 9.08 3.406 52.383
"13482" 8.12 3.324 41.987
"13483" 8.49 3.73 43.937
"13484" 9.41 3.97 48.05
"NA.591" NA NA NA
"NA.592" NA NA NA
"NA.593" NA NA NA
"13488" 9.036 3.4 47.953
"13489" 8.433 4.797 40.793
"13490" 9.194 3.84 56.477
"13491" 8.483 3.557 46.18
"13492" 8.657 3.423 43.317
"13493" 8.943 176.25 42.8
"13494" 8.73 3.694 44.027
"13495" 30.294 5.67 46.227
"13496" 8.034 6.5 58.297
"13497" 8.296 4.024 52.153
"13498" 8.68 3.73 48.107
"13499" 9.117 3.62 56.89
"13500" 8.83 5.313 47.263
"NA.594" NA NA NA
"13502" 11.08 12.93 22.45
"13503" 8.84 3.357 65.917
"13504" 8.824 3.726 58.067
"13505" 76.437 7.25 93.55
"13506" 9.133 4.607 59.803
"13507" 10.324 175.87 46.907
"13508" 8.323 4.39 44.723
"13509" 8.564 3.536 62.887
"13510" 8.89 3.447 54.6
"13511" 9.19 3.96 60.99
"13512" 19.717 11.21 31.537
"13513" 9.224 3.933 52.977
"13514" 8.804 4.066 47.357
"13515" 8.31 4.817 45.07
"13516" 9.274 3.91 47.207
"13517" 8.953 3.264 44.21
"13518" 8.74 4.26 45.597
"13519" 8.84 3.233 43.893
"13520" 8.883 3.497 50.69
"13521" 8.107 3.073 64.48
"13522" 8.733 3.38 45.75
"13523" 9.15 3.4 42.69
"13524" 8.764 4.673 46.547
"13525" 9.064 4.27 57.057
"13526" 8.393 3.793 53.103
"13527" 8.556 5.02 43.683
"13528" 8.67 5.447 64.137
"13529" 8.643 3.617 49.91
"13530" 28.936 13.467 72.653
"13531" 8.83 3.49 46.66
"13532" 9.24 4.03 45.327
"13533" 8.613 5.527 47.69
"13534" 8.813 3.417 44.39
"13535" 8.38 4.027 45.977
"13536" 8.627 4.566 42.33
"13537" 10.554 4.023 52.127
"13538" 9.164 6.013 51.727
"13539" 8.754 4.47 45.947
"13540" 8.607 3.56 57.567
"13541" 8.766 3.397 44.563
"13542" 8.573 5.93 52.39
"13543" 9.087 4.053 46.61
"13544" 9.18 4.107 45.01
"13545" 8.373 4.653 47.803
"13546" 8.477 5.023 47.04
"13547" 8.88 6.59 60.273
"13548" 8.697 3.753 49.86
"13549" 8.157 3.856 42.79
"13550" 9.197 3.93 48.267
"13551" 8.567 3.59 49.78
"13552" 8.517 3.846 46.72
"NA.595" NA NA NA
"13554" 8.783 4.55 47.233
"NA.596" NA NA NA
"13556" 9.686 3.607 42.803
"13557" 8.956 5.297 45.803
"13558" 8.34 3.646 42.923
"13559" 8.83 4.12 48.39
"13560" 8.466 3.647 43.133
"13561" 8.297 3.6 42.01
"13562" 8.437 4.243 64.45
"NA.597" NA NA NA
"13564" 10.033 3.487 58.353
"13565" 8.804 5.563 46.167
"NA.598" NA NA NA
"13567" 8.613 4.557 42.6
"13568" 10.43 3.81 53.41
"13569" 8.314 3.83 39.577
"NA.599" NA NA NA
"13571" 8.96 3.31 43.237
"13572" 9.037 3.33 46.79
"13573" 8.566 5.52 54.613
"13574" 9.564 4.593 55.447
"13575" 8.807 3.416 61.03
"13576" 9.053 3.187 45.773
"13577" 8.43 3.457 53.92
"NA.600" NA NA NA
"13579" 8.65 3.446 41.923
"13580" 8.904 3.173 47.307
"13581" 8.883 3.36 50.723
"13582" 8.797 3.453 53.277
"NA.601" NA NA NA
"NA.602" NA NA NA
"13585" 6.517 6.443 22.77
"13586" 8.174 3.253 40.627
"13587" 8.984 3.366 45.357
"13588" 8.707 3.443 44.21
"13589" 8.636 3.247 45.283
"13590" 11.53 3.82 53.633
"13591" 30.07 6.98 45.51
"13592" 8.116 4.324 49.483
"13593" 9.327 3.953 43.387
"13594" 8.43 3.99 43.723
"13595" 8.837 3.237 51.927
"13596" 8.83 3.6 41.913
"13597" 9.02 4.173 44.433
"13598" 9.093 3.317 55.673
"13599" 25.964 11.176 35.517
"13600" 8.367 3.7 48.607
"13601" 8.817 3.607 40.507
"13602" 8.537 3.7 42.867
"13603" 10.75 8.746 18.083
"13604" 8.957 4.64 55.577
"13605" 10.734 3.62 50.167
"13606" 8.787 6.297 47.357
"13607" 8.77 4.433 46.913
"13608" 83.45 6.76 98.84
"13609" 8.087 4.083 60.38
"13610" 8.86 3.38 45.84
"13611" 8.603 3.35 41.49
"13612" 9.6 3.763 44.54
"13613" 8.916 3.484 44.123
"13614" 9.76 3.533 48.59
"13615" 8.437 3.817 43.647
"13616" 8.573 5.787 45.04
"13617" 10.517 3.807 46.837
"13618" 85.096 7.634 103.323
"13619" 9.227 3.936 47.03
"13620" 8.287 3.91 58.64
"13621" 8.74 5.747 48.757
"13622" 8.836 3.53 50.583
"13623" 8.524 3.656 47.317
"13624" 8.553 176.71 39.183
"NA.603" NA NA NA
"13626" 8.537 3.88 45.28
"13627" 8.706 3.417 54.433
"13628" 8.653 3.6 51.86
"13629" 8.95 3.327 55.797
"13630" 8.593 4.52 54.64
"NA.604" NA NA NA
"13632" 8.197 4.963 50.29
"13633" 9.053 4.117 42.6
"13634" 8.293 3.82 45.263
"13635" 8.477 3.643 40.45
"13636" 8.976 4.144 40.053
"13637" 8.437 3.843 50.03
"13638" 8.387 4.077 46.497
"13639" 8.92 177.513 42.64
"13640" 8.85 3.306 63.493
"13641" 8.733 3.214 44.08
"13642" 9.737 3.563 41.967
"13643" 8.187 3.843 45.197
"13644" 8.46 4.527 40.637
"13645" 9.097 3.59 65.72
"13646" 8.686 4.6 62.593
"13647" 8.877 3.593 51.85
"13648" 8.883 3.44 53.203
"13649" 8.96 5.23 46.29
"13650" 8.63 5.617 45.39
"13651" 8.68 3.454 44.997
"13652" 8.803 3.53 50.723
"13653" 9.806 3.63 50.093
"13654" 9.07 3.78 44.81
"13655" 8.4 3.713 64.66
"13656" 8.82 5.28 45.42
"13657" 8.713 3.53 44.953
"13658" 10.713 175.607 57.683
"13659" 8.807 3.233 45.26
"13660" 9.217 3.88 43.47
"13661" 8.33 4.186 43.743
"13662" 9.374 3.383 44.047
"13663" 8.964 4.443 57.937
"13664" 8.393 4.67 51.133
"13665" 8.764 5.663 48.577
"13666" 8.734 4.65 57.977
"13667" 8.42 3.677 52.3
"13668" 8.7 3.42 43.42
"13669" 8.873 3.51 56.053
"13670" 8.97 3.333 51.39
"13671" 8.677 3.73 51.077
"13672" 8.586 3.644 52.023
"13673" 8.356 4.964 45.843
"13674" 8.947 4.06 45.237
"13675" 8.98 4.027 50.837
"13676" 8.55 4.057 93.257
"13677" 9.086 176.66 50.153
"13678" 8.87 3.7 55.05
"13679" 9.097 3.943 57.54
"13680" 9.087 3.993 45.92
"13681" 9.704 176.693 48.437
"NA.605" NA NA NA
"13683" 8.67 4.97 53.32
"13684" 8.817 3.31 54.15
"13685" 9.173 3.327 50.24
"13686" 9.834 13.673 26.507
"13687" 8.934 3.43 51.927
"13688" 9.22 3.967 46.64
"13689" 8.083 4.04 48.343
"13690" 8.987 3.44 45.687
"13691" 105.684 3.703 157.997
"13692" 8.816 3.307 66.773
"13693" 9.247 3.297 58.597
"13694" 9.154 3.88 46.887
"13695" 8.744 3.44 47.837
"13696" 8.33 4.656 46.833
"13697" 8.967 3.32 52.447
"13698" 8.9 3.444 55.767
"13699" 8.883 3.447 44.91
"13700" 8.224 5.246 45.457
"13701" 9.493 3.58 48.133
"13702" 8.814 3.16 49.317
"13703" 4.91 4.606 40.113
"13704" 8.533 4.73 42.88
"13705" 8.257 3.776 49.97
"13706" 8.743 177.517 51.3
"13707" 9.163 3.957 43.493
"13708" 8.75 4.724 47.147
"13709" 8.897 3.42 60.26
"13710" 8.383 3.71 45.283
"13711" 9.03 3.183 41.893
"13712" 9.833 4.4 59.123
"13713" 8.84 3.417 46.117
"13714" 8.887 3.463 45.887
"13715" 8.89 6.543 45.573
"13716" 61.62 3.823 98.303
"13717" 10.01 4.113 42.903
"13718" 9.416 3.8 56.673
"13719" 8.387 3.84 54.28
"13720" 9.28 5.603 52.61
"13721" 11.07 3.56 49.65
"13722" 9.107 3.457 63.887
"13723" 9.024 3.34 43.517
"13724" 8.694 3.36 54.147
"13725" 9.203 4.01 51.35
"13726" 9.85 4.427 41.777
"13727" 10.73 4.03 64
"13728" 9.613 3.607 66.953
"13729" 9.757 3.603 43.47
"13730" 8.473 3.6 56.55
"13731" 9.15 3.403 53.67
"13732" 8.354 4.76 43.397
"13733" 9.977 3.573 50.177
"13734" 10.64 4.006 50.243
"13735" 10.01 4.157 64.98
"13736" 8.804 3.363 53.167
"13737" 8.3 3.976 43.613
"13738" 9.97 3.59 46.333
"13739" 8.374 3.923 44.567
"13740" 9.037 4.086 45.31
"13741" 8.623 3.667 51.973
"13742" 8.897 3.313 51.25
"13743" 9.117 3.51 54.33
"13744" 10.22 4.15 48.15
"13745" 10.647 3.9 59.11
"13746" 10.82 3.76 47.443
"13747" 10.027 3.463 52.78
"13748" 9.553 3.5 44.38
"13749" 8.993 3.493 44.533
"13750" 118.783 4.43 158.81
"13751" 10.71 3.564 55.857
"13752" 8.983 3.21 53.51
"13753" 9.267 4.126 42.8
"13754" 10.766 3.664 49.943
"13755" 10.533 3.59 51.06
"13756" 10.26 4.023 42.63
"13757" 10.467 3.843 57.9
"13758" 10.18 3.353 54.273
"13759" 9.274 3.833 52.217
"13760" 8.9 5.507 44.287
"13761" 8.66 3.56 46.35
"13762" 10.03 3.534 48.117
"13763" 10.1 3.613 47.413
"13764" 10.547 3.736 46.85
"13765" 8.48 4.806 53.203
"13766" 9.843 3.39 53.99
"13767" 11.036 3.407 46.573
"13768" 10.427 3.913 50.26
"13769" 8.817 3.383 52.847
"13770" 10.433 3.76 54.13
"NA.606" NA NA NA
"13772" 9.034 3.423 47.157
"13773" 9.133 3.977 59.28
"13774" 10.776 3.31 51.033
"13775" 8.857 4.76 56.03
"13776" 8.69 3.533 46.403
"13777" 8.903 3.383 43.043
"13778" 10.76 2.63 45.7
"13779" 9.593 3.78 43.923
"13780" 10.434 4.026 47.387
"13781" 9.663 3.71 46.46
"13782" 8.707 3.38 42.517
"13783" 8.387 3.796 53.72
"13784" 8.81 3.313 42.133
"13785" 9.164 3.346 50.447
"13786" 8.273 3.064 51.43
"13787" 8.443 3.677 52.233
"13788" 8.907 3.34 38.5
"13789" 8.94 3.12 43.803
"13790" 9.317 3.703 50.98
"13791" 8.76 3.36 54.967
"13792" 10.437 3.757 51.857
"13793" 8.514 3.846 42.797
"13794" 8.08 4.087 46.55
"13795" 8.25 3.796 40.163
"13796" 9.02 3.46 60.74
"13797" 8.303 4.137 51.35
"13798" 8.57 5.947 45.6
"13799" 10.244 4.01 50.227
"13800" 8.186 3.77 46.243
"13801" 8.897 177.627 43.587
"13802" 8.596 3.494 43.223
"13803" 9.777 3.363 45.117
"13804" 8.153 3.68 43.663
"13805" 9.78 3.453 45.63
"13806" 10.677 3.543 46.267
"13807" 8.647 3.493 49.997
"13808" 8.83 3.767 49.29
"13809" 9.487 3.703 43.327
"13810" 8.383 176.98 39.63
"13811" 8.067 4.143 52.02
"13812" 8.894 3.783 58.967
"13813" 8.83 7.99 47.677
"13814" 8.73 3.717 47.837
"13815" 8.26 6.503 52.43
"13816" 8.6 3.657 44.867
"13817" 7.99 177.426 55.213
"13818" 9.05 3.37 54.78
"13819" 8.287 3.833 51.64
"13820" 8.714 3.5 41.727
"13821" 8.826 3.41 44.363
"13822" 8.527 3.65 55.44
"13823" 8.44 4.71 43.493
"13824" 8.617 4.8 44.61
"13825" 8.123 4.027 53.12
"13826" 9.136 3.297 47.753
